"image_id"	"file_name"	"title"	"description"	"width"	"height"	"mime_type"	"creator"	"language"	"size"	"source"	"comments"	"other_references"	"emory"	"emory_location"	"authorization_status"	"image_status"	"ready_to_go"	"order_num"	"category"	"date"	"external_id"
"1718455"	"D126FA5BAC3370496EEBC68AA0FAFC0A.JPG"	"Mozambique"	"Mozambique, in 
South-East Africa, became an important region of slave embarkation in the nineteenth 
century. The prohibition of the slave trade in the North Atlantic in 1815 by international 
law forced traders to search for new slave markets on the African coast. Mozambique was 
opened for the slave trade before that, but the distance of the region from the Americas 
was unattractive for most captains. Mozambique represented the longest route a slave 
vessel had to navigate before reaching the coasts of the New World. The risks and costs of 
maintaining the crew and the slaves were too high. The image shows the coast of Mozambique 
around 1853. It locates the principal ports along the coast and indicates the major rivers 
flowing from the interior of Mozambique. The map was published by Commander Francisco 
Maria Bordalo, responsible for completing a report on the Portuguese possessions overseas 
begun by Commander José Joaquim Lopes de Lima. The image is reproduced courtesy of the 
Manuscript, Archives and Rare Book Library, Emory University."	"1024"	"1497"	"image/jpeg"	"Francisco Maria Bordalo"	"pt"	"841852"	"J.J. Lopes de Lima, Ensaios sobre a Statística 
das Possessões Portuguezas... (Lisbon, 1844-62), vol. 4, located at the end of the 
volume."	"\N"	"\N"	"t"	"JV4227 .L56 V.4"	"4"	"4"	"t"	"0"	"3"	"1853"	"\N"
"1718449"	"62459862C2C5B5E745199D97A6BF47A2.JPG"	"Angola"	"In the 1840s, 
Commander José Joaquim Lopes de Lima sailed to the Portuguese possessions overseas and 
produced one of the most detailed reports about the Portuguese Empire. Embedded in these 
reports were several maps of the main ports and regions involved in the Atlantic slave 
trade. The Portuguese were among the greatest slave traders, so the commander’s maps offer 
an important opportunity to view these ports and regions. The image is of a map of the old 
kingdoms of Angola and Benguela, in West-Central Africa. Both were claimed as Portuguese 
possessions in 1846. The map provides details of the rivers and the topographical features 
of the region. It locates several Portuguese forts spread throughout the territory as well 
as the location of many African powers surrounding them. Further the map also provides a 
view of Luanda, upper section, the major port on the coast of Angola. The image is 
reproduced courtesy of the Manuscript, Archives and Rare Book Library, Emory University."	"1024"	"1383"	"image/jpeg"	"J.J. Lopes de Lima"	"pt"	"939257"	"J.J. Lopes de Lima, Ensaios 
sobre a Statística das Possessões Portuguezas... (Lisbon, 1844-62), vol. 3, part 1, 
front."	"\N"	"\N"	"t"	"JV4227 .L56 V.3"	"4"	"4"	"t"	"0"	"3"	"1846"	"\N"
"1789010"	"C44DAB6C94D850F119DC82F5DB353BC6.JPG"	"North American Mainland and the 
Caribbean Islands"	"The Caribbean Islands and the North American Mainland dominated the 
slave trade in the North Atlantic Ocean. The image is of a map showing the principal 
British, French and Spanish settlements in the New World regions north of the Equator. It 
indicates the major ports of each European power as well as some of the topographical 
features of both the Caribbean Islands and the continental coast. The image is reproduced 
courtesy of the John Carter Brown Library at Brown University. "	"760"	"768"	"image/jpeg"	"\N"	"en"	"313596"	"Henry Popple, Map of the British Empire in America with the French and 
Spanish Settlements (London, 1733)"	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1733"	"\N"
"1788719"	"97DD9BB453C61FD29E724CE9EFE6E77D.JPG"	"Register of Africans from the 
Brigantine ""Chubasco"""	"The Brigantine ""Chubasco"" was captured at sea by British cruisers 
and adjudicated at a court established at Havana under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Chubasco"". The register was kept as a formal record 
of emancipation that helped protect the individual from subsequent re-enslavement. The 
image is reproduced courtesy of the British National Archives. "	"1017"	"802"	"image/jpeg"	"\N"	"en"	"505787"	"British National Archives, Foreign Office, ser. 313, vol. 60, p. 110."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1835"	"\N"
"1789009"	"DBD7EACE0626BFAAB167EEEAAB2B676B.JPG"	"Fort Cormantin, Late Seventeenth 
Century"	"Fort Cormantin on the Gold Coast, present day Ghana, was built by the English 
in 1638 and was the largest English fortification on the coast before the Dutch, under the 
famous Admiral de Ruyters, captured it in 1665. The Dutch renamed it Fort Amsterdam 
although it continued to be referred to by its former name. Fort Cormantin was among the 
first European constructions on the Gold Coast to incorporate a slave hold. The image is 
of a view of Fort Cormantin from the sea with several vessels under surveillance. It is 
reproduced courtesy of the John Carter Brown Library at Brown University. "	"915"	"677"	"image/jpeg"	"\N"	"fr"	"241021"	"D.O. Dapper, Description de l'Afrique ... Traduite du 
Flamand (Amsterdam,1686; 1st ed., 1668), between pp. 284-85."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"0"	"\N"
"1788734"	"0DF76BF6054327712C013EC2D1735653.JPG"	"Fort St. Anthony at Axim, 
c.1700"	"During the transatlantic slave trade era, Europeans built several forts and 
castles along the Gold Coast, present day Ghana. They were mostly built in the seventeenth 
century, when the competition for maritime trade among European powers became intense. 
This image is of Fort St. Anthony at Axim, on the Gold Coast, in the early eighteenth 
century. It shows the fort surrounded by rocks, which worked as a natural defense against 
the heavy surf, and the African village of Achombene to the rear of the fort. The insert 
in the upper left corner of the map indicates some of the main features of the region. At 
the beginning of the eighteenth century the fort belonged to the Dutch West India Company, 
which competed for the trade of the Gold Coast with the English and the Portuguese. The 
image is reproduced courtesy of Tracy W. McGregor Library of American History, Special 
Collections, University of Virginia Library. Permission required to reproduce."	"1024"	"629"	"image/jpeg"	"\N"	"en"	"617782"	"Thomas Astley (ed.), A New General Collection of 
Voyages and Travels (London, 1745-1747), vol.2, plate 63, fig.1, between pp. 578 and 
579."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1745"	"\N"
"1788749"	"2850D5AD7F4E0984D1F10AE14FC9B8AD.JPG"	"Whydah, 1720s"	"Whydah was the 
largest port of slave embarkation in the Bight of Benin, and for a brief period in the 
beginning of the eighteenth century, it emerged as the major slaving port in the transatlantic
slave trade. Whydah was capital of the old Hueda Kingdom, under which the port was known
to Europeans as Sabi, Savi or Xavier. Several European nations had commercial establishments
there, and the slave trade prospered in the Hueda Kingdom until the beginning the
eighteenth century. In 1727, the king of Dahomey conquered Whydah and the slave trade
declined momentarily, but the port continued active until the 1860s, perpetuating the name
of Whydah as an important port in the transatlantic slave trade. The image shows an
illustration of Whydah at the peak of the slave trade in the 1720s. Note the European
factories, left and center, the royal palace, right, an the town, top. The image is reproduced
courtesy of Tracy W. McGregor Library of American History, Special Collections, University
of Virginia Library. Permission required to reproduce."	"1024"	"643"	"image/jpeg"	"Jean Baptiste Labat"	"en"	"647245"	"Thomas Astley (ed.), A New General Collection of
Voyages and Travels (London, 1745-47), vol. 3, plate 9, facing p. 64."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1745"	"\N"
"1789021"	"A1332D1F357C5E1F9CAB9761563F5CEA.JPG"	"Valongo, c. 1820"	"Valongo, the 
largest slave market in Rio de Janeiro, Brazil, was the port through which more slaves 
passed than any other in the Americas. In the nineteenth century, part of the slaves 
traded at this market remained in Rio, but another part was resold from Valongo to markets 
in the Brazilian interior. The image is of a view of Valongo’s market published in the 
journal of Maria Graham, an English woman who visited Brazil in the early 1820’s. The 
image is reproduced courtesy of the John Carter Brown Library at Brown University. "	"739"	"569"	"image/jpeg"	"\N"	"en"	"148268"	"Maria Graham [Lady Maria Callcott], Journal of a 
voyage to Brazil and residence there, during part of the years 1821, 1822, 1823 (London, 
1824), facing title page"	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1820"	"\N"
"1718451"	"5E826DAA7A1D7A085CC1B0F35AA55A9A.JPG"	"Cape Verde"	"Cape Verde is an 
archipelago located off the coast of West Africa. The Portuguese discovered this 
archipelago in 1456, and since then it became a port of call in the voyages across the 
Atlantic. Cape Verde also produced sugar in the fifteenth and sixteenth centuries, but in 
fact the archipelago’s major activity was the slave trade. Cape Verde worked as base for 
the Portuguese slave trading activities on the coast of West Africa. The image is of a map 
of Cape Verde published by the Portuguese Commander José Joaquim Lopes de Lima in 1844. 
The map shows all the islands belonging to the archipelago and indicates the names of the 
main coastal sites of each island. In 1815 the slave traffic in the north Atlantic was 
illegal. Yet, after that year, historical records still show the participation of Cape 
Verde in the transatlantic slave trade. The image is reproduced courtesy of the 
Manuscript, Archives and Rare Book Library, Emory University."	"1024"	"934"	"image/jpeg"	"J.J. Lopes de Lima"	"pt"	"609439"	"J.J. Lopes de Lima, Ensaios sobre a Statística das 
Possessões Portuguezas... (Lisbon, 1844-62), vol. 1, part 1, back of p. 126."	"\N"	"\N"	"t"	"JV4227 .L56 V.1"	"4"	"4"	"t"	"0"	"3"	"1844"	"\N"
"1718452"	"64BA7DB2B26B55551F2A6FECDA5A80A9.JPG"	"São Tiago, 1827"	"São Tiago is 
one of the islands belonging to the archipelago of Cape Verde, situated off the coast of 
West Africa. The island was discovered by 1460, and since then became a port of call in 
the voyages across the Atlantic. The island worked as an operational base for the 
Portuguese in the transatlantic slave trade from the coast of West Africa. The image is of 
a map produced by the Portuguese Commander José Joaquim Lopes de Lima in 1827, but 
published only in 1844. It provides the depth of the island’s bay as well as an 
illustration of São Tiago. The slave trade in the north Atlantic was illegal in 1815, but 
historical records show that the islands of Cape Verde remained engaged in this activity 
even after that year. The image is reproduced courtesy of the Manuscript, Archives and 
Rare Book Library, Emory University."	"1024"	"764"	"image/jpeg"	"J.J. Lopes de Lima"	"pt"	"494704"	"J.J. Lopes de Lima, Ensaios sobre a Statística das Possessões 
Portuguezas... (Lisbon, 1844-62), vol. 1, part 2, between p. 22-23."	"\N"	"\N"	"t"	"JV4227 .L56 V.1"	"4"	"4"	"t"	"0"	"3"	"1844"	"\N"
"1788735"	"05E9C33B77F88C60B2F76340EDB91FBB.JPG"	"Gold Coast, Late Seventeenth 
Century"	"Access to the Gold Coast, in present day Ghana, was highly disputed by European 
powers involved in the slave trade. In the sixteenth century, gold was the main commodity 
attracting the attention of the early European powers trading on the Gold Coast. However, 
at the end of the seventeenth century the main commodity became slaves. The image is of an 
illustration of the Gold Coast in the late seventeenth century when the transition from 
gold to slaves occurred, based on the accounts of Jean Barbot. It shows several canoes 
carrying slaves to vessels anchored off the coast. Towards the rear, the illustration 
shows this traffic occurring under the auspices of several forts lined along the coast. 
From the left to the right the forts indicated are: Elmina, St. Jago, Cape Corso, and Fort 
Royal at Manfrow. The image is reproduced courtesy of Tracy W. McGregor Library of 
American History, Special Collections, University of Virginia Library. Permission required 
to reproduce."	"1001"	"318"	"image/jpeg"	"\N"	"en"	"289828"	"Thomas Astley (ed.), A New 
General Collection of Voyages and Travels (London, 1745-47), vol. 2, plate 61, facing p. 
589."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1745"	"\N"
"1789012"	"6599FDC8B980B006DB526D6CFBE2F664.JPG"	"West Africa"	"Europeans became 
more familiar with the African continent as the slave trade developed. The image is of a 
map of West Africa published in William Snelgraves’ “A New Account of Guinea” in 1754. 
Snelgrave was captain of several slave vessels that sailed to the coast of West Africa in 
the first half of the eighteenth century. The map shows some of the major slave trading 
ports along the coast between the River Senegal and Cape Lopez as well as details about 
the peoples, cities and states located in the interior of West Africa. The image is 
reproduced courtesy of the John Carter Brown Library at Brown University. "	"889"	"631"	"image/jpeg"	"\N"	"en"	"241785"	"William Snelgrave, ""A New Map of that Part of Africa 
called the Coast of Guinea,"" in Snelgrave, A New Account of Guinea (London, 1754)"	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1754"	"\N"
"1788742"	"177F9DD9A4796F4D4A6C554161F4BEB1.JPG"	"Senegambia, 1780s"	"Senegambia 
was the slave exporting region of the North Atlantic slave trade closest to Europe. The 
region was visited by several national carriers, namely, the French, Portuguese and 
British who were the major competitors for Senegambia’s slave markets. The image is of a 
map of Senegambia produced by René Claude Geoffroy de Villeneuve who resided in the region 
during the 1780s. It indicates the main ports situated along the coastline between Senegal 
and Gambia rivers. The map also locates the principal African polities and towns situated 
in the interior of Senegambia as well as the extent of the Wolof Empire over the region, 
in the right section of the map. The image is reproduced courtesy of Tracy W. McGregor 
Library of American History, Special Collections, University of Virginia Library. 
Permission required to reproduce."	"833"	"924"	"image/jpeg"	"René Claude Geoffroy de 
Villeneuve"	"fr"	"598491"	"René Claude Geoffroy de Villeneuve, L'Afrique, ou histoire, 
moeurs, usages et coutumes des africains: le Sénégal (Paris, 1814), vol. 3, before title 
page."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"3"	"1814"	"\N"
"1718450"	"258F46B78C2DE78B5C396FEE241CEB39.JPG"	"Bight of Benin"	"The Bight of 
Benin is probably one of the most well known regions engaged in the transatlantic slave 
trade. The Portuguese called the entire African coast between Cape Palmas and Gabon, 
including the bights of Benin and Biafra, the Gulf of Guinea. This large coastline 
included places known to the people engaged in the slave traffic as the Slave Coast or the 
Coast of Mina, where Elmina Castle was located (in present day Ghana). The image is of a 
map of this area published by the Portuguese Commander José Joaquim Lopes de Lima in 1845. 
It provides the names of the main rivers of the region and locates several European forts 
built on the coast as well as the major African polities located in the immediate interior 
of the continent. In the upper section, the map also has an illustration of Elmina Castle. 
In the 1840s, despite the fact that the slave trade was illegal, many vessels continued to 
depart from this region with slaves destined for the Americas. The image is reproduced 
courtesy of the Manuscript, Archives and Rare Book Library, Emory University."	"1024"	"830"	"image/jpeg"	"J.J. Lopes de Lima"	"pt"	"520308"	"J.J. Lopes de Lima, Ensaios sobre a 
Statística das Possessões Portuguezas... (Lisbon, 1844-62), vol. 2, part 2, on the back of 
p. 48."	"\N"	"\N"	"t"	"JV4227 .L56 V.2"	"4"	"4"	"t"	"0"	"3"	"1845"	"\N"
"711860"	"77D46952E1E9E019207B0DAE240A0238.JPG"	"Slave Barracoon, Sierra Leone, 
1840’s"	"Slave barracoons were a common feature along several points of slave embarkation 
on the African coast. The image, in black and white engravings, shows a barracoon full of 
slaves chained by their necks and hands. The Illustrated London News describes a raid by 
the British naval force on slave barracoons at Sierra Leone, in February, 1849, with which 
this image is associated. The description also says that flogging was an hourly occupation 
in the barracoons and death often resulted from this practice. The image is reproduced 
courtesy of the Manuscript, Archives and Rare Book Library, Emory University."	"1200"	"572"	"image/pjpeg"	"The Illustrated London News"	"en"	"463540"	"The Illustrated London News 
(Apr. 14, 1849), vol. 14, p. 237"	"\N"	"1) VFHW, The Atlantic Slave Trade and Slave Life 
in the Americas: a Visual Record, image reference C008. 2) W. E. F. Ward, The Royal Navy 
and the Slavers (New York, 1970), pp. 182-5."	"t"	"AP4 .I45 V.14 1849"	"4"	"4"	"t"	"21"	"3"	"1849"	"\N"
"1718453"	"936DE5612387E435DEF4454753FDB086.JPG"	"São Vicente, 1827"	"São Vicente 
is one of the islands belonging to the archipelago of Cape Verde, situated off the coast 
of West Africa. The island was discovered by 1462, and functioned as a port of call in the 
voyages across the Atlantic. In the slave trade, São Vicente served as base for the 
Portuguese on the coast of West Africa. The image is of a map produced by the Portuguese 
Commander José Joaquim Lopes de Lima in 1827, but published only in 1844. It provides the 
depth of the island’s bay as well as an illustration of the town of Mindelo with its main 
buildings. The slave trade in the north Atlantic was illegal in 1815, but historical 
records show that the islands of Cape Verde remained engaged in this activity even after 
that year. The image is reproduced courtesy of the Manuscript, Archives and Rare Book 
Library, Emory University."	"1024"	"980"	"image/jpeg"	"J.J. Lopes de Lima"	"pt"	"570591"	"J.J. Lopes de Lima, Ensaios sobre a Statística das Possessões Portuguezas... (Lisbon, 
1844-62), vol. 1, part 2, between pp. 72-73."	"\N"	"\N"	"t"	"JV4227 .L56 V.1"	"4"	"4"	"t"	"0"	"3"	"1844"	"\N"
"1788713"	"4D42474830C30831EBFE94B10C978332.JPG"	"Register of Africans from the 
Brigantine ""Felicidade"""	"The Brigantine ""Felicidade"" was captured at sea by British 
cruisers and adjudicated at a court established at Sierra Leone under international 
anti-slave trade treaties. The image is of a picture of the first page of the court’s 
register of ""Liberated Africans"" taken from the ""Felicidade"". The register was kept as a 
formal record of emancipation that helped protect the individual from subsequent 
re-enslavement. The image is reproduced courtesy of the British National Archives."	"1023"	"822"	"image/jpeg"	"\N"	"en"	"572004"	"British National Archives, Foreign Office, ser. 84, 
vol. 231, p. 177."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1837"	"\N"
"1788722"	"085035FDFF61818169049CB91D9E0568.JPG"	"Register of Africans from the 
Goleta ""Matilde"""	"The Goleta ""Matilde"" was captured at sea by British cruisers and 
adjudicated at a court established at Havana under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Matilde"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"1014"	"813"	"image/jpeg"	"\N"	"en"	"529499"	"British National Archives, Foreign Office, ser. 313, vol. 61, p. 231."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1837"	"\N"
"1788696"	"6FE16E71C23214F8DF11983C1428294A.JPG"	"Register of Africans from the 
Brig ""Amélia"""	"The Brig ""Amélia"" was captured at sea by British cruisers and adjudicated 
at a court established at Sierra Leone under international anti-slave trade treaties. The 
image is of a picture of the first page of the court’s register of ""Liberated Africans"" 
taken from the ""Amélia"". The register was kept as a formal record of emancipation that 
helped protect the individual from subsequent re-enslavement. The image is reproduced 
courtesy of the British National Archives."	"1024"	"860"	"image/jpeg"	"\N"	"en"	"746038"	"British National Archives, Foreign Office, ser. 84, vol. 231, p. 55."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1837"	"\N"
"1788602"	"CDADABAB7F85416682A42B9F97154394.JPG"	"Register of Africans from the 
Brigantine ""Clemente"""	"The Brigantine ""Clemente"" was captured at sea by British cruisers 
and adjudicated at a court established at Sierra Leone under international anti-slave 
trade treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Clemente"". The register was kept as a formal record 
of emancipation that helped protect the individual from subsequent re-enslavement. The 
image is reproduced courtesy of the British National Archives."	"800"	"1254"	"image/jpeg"	"\N"	"en"	"704166"	"British National Archives, Foreign Office, ser. 84, vol. 166, p. 167."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1834"	"\N"
"1718597"	"C093DC6B3DABF94310F26D8446164B6E.JPG"	"Register of Africans from the 
Brigantine ""Crioula"""	"The Brigantine ""Crioula"" was captured at sea by British cruisers 
and adjudicated at a court established at Sierra Leone under international anti-slave 
trade treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Crioula"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"800"	"1272"	"image/jpeg"	"\N"	"en"	"1005147"	"British National Archives, Foreign Office, ser. 84, vol. 64, p. 59."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1827"	"\N"
"1788629"	"C5C0F806C957DC813547F3BD97DD689D.JPG"	"Register of Africans from the 
Brigantine ""Cyrus"""	"The Brigantine ""Cyrus"" was captured at sea by British cruisers and 
adjudicated at a court established at Sierra Leone under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Cyrus"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"800"	"1337"	"image/jpeg"	"\N"	"en"	"835802"	"British National Archives, Foreign Office, ser. 84, vol. 507, p. 321."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1844"	"\N"
"1788712"	"8E00D7409B65133EABBAB2841FB1F14C.JPG"	"Register of Africans from the 
Brigantine ""Deixa Falar"""	"The Brigantine ""Deixa Falar"" was captured at sea by British 
cruisers and adjudicated at a court established at Sierra Leone under international 
anti-slave trade treaties. The image is of a picture of the first page of the court’s 
register of ""Liberated Africans"" taken from the ""Deixa Falar"". The register was kept as a 
formal record of emancipation that helped protect the individual from subsequent 
re-enslavement. The image is reproduced courtesy of the British National Archives."	"1018"	"812"	"image/jpeg"	"\N"	"en"	"558486"	"British National Archives, Foreign Office, ser. 84, 
vol. 231, p. 163."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1837"	"\N"
"1718604"	"14DBC03BB1571F7981FB854B358BF131.JPG"	"Register of Africans from the 
Brigantine ""De Snelheid"""	"The Brigantine ""De Snelheid"" or ""Enterprize"" was captured at 
sea by British cruisers and adjudicated at a court established at Sierra Leone under 
international anti-slave trade treaties. The image is of a picture of the first page of 
the court’s register of ""Liberated Africans"" taken from the ""De Snelheid"". The register 
was kept as a formal record of emancipation that helped protect the individual from 
subsequent re-enslavement. The image is reproduced courtesy of the British National 
Archives."	"800"	"1214"	"image/jpeg"	"\N"	"en"	"858191"	"British National Archives, Foreign 
Office, ser. 84, vol. 64, p. 88."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1826"	"\N"
"1718576"	"C5453CB19924DC8CE4027DB25196E305.JPG"	"Register of Africans from the 
Brigantine ""Diana"""	"The Brigantine ""Diana"" was captured at sea by British cruisers and 
adjudicated at a court established at Sierra Leone under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Diana"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"800"	"1222"	"image/jpeg"	"\N"	"en"	"923482"	"British National Archives, Foreign Office, ser. 84, vol. 38, p. 319."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1824"	"\N"
"1718606"	"BD0E9CC9945BD41065027862ABECD2BE.JPG"	"Register of Africans from the 
Brigantine ""Dois Amigos"""	"The Brigantine ""Dois Amigos"" was captured at sea by British 
cruisers and adjudicated at a court established at Sierra Leone under international 
anti-slave trade treaties. The image is of a picture of the first page of the court’s 
register of ""Liberated Africans"" taken from the ""Dois Amigos"". The register was kept as a 
formal record of emancipation that helped protect the individual from subsequent 
re-enslavement. The image is reproduced courtesy of the British National Archives. "	"800"	"1229"	"image/jpeg"	"\N"	"en"	"913134"	"British National Archives, Foreign Office, ser. 84, 
vol. 64, p. 95."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1827"	"\N"
"1788667"	"99795CFB1BC0A1EF1804084C43C7D445.JPG"	"Register of Africans from the 
Brigantine ""Emílio"""	"The Brigantine ""Emílio"" or ""César"" was captured at sea by British 
cruisers and adjudicated at a court established at Havana under international anti-slave 
trade treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Emílio"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"995"	"805"	"image/jpeg"	"\N"	"es"	"526711"	"British National Archives, Foreign Office, ser. 313, vol. 58, p. 1."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1830"	"\N"
"1788612"	"EB4E62FA42A62F403021543293B2B396.JPG"	"Register of Africans from the 
Brigantine ""Felicia"""	"The Brigantine ""Felicia"" was captured at sea by British cruisers 
and adjudicated at a court established at Sierra Leone under international anti-slave 
trade treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Felicia"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"800"	"1309"	"image/jpeg"	"\N"	"en"	"864865"	"British National Archives, Foreign Office, ser. 84, vol. 212, p. 64."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1836"	"\N"
"1788711"	"3AE75CABF076E2F4F112A745A337E80A.JPG"	"Register of Africans from the 
Brigantine ""Felicidade"""	"The Brigantine ""Felicidade"" was captured at sea by British 
cruisers and adjudicated at a court established at Sierra Leone under international 
anti-slave trade treaties. The image is of a picture of the first page of the court’s 
register of ""Liberated Africans"" taken from the ""Felicidade"". The register was kept as a 
formal record of emancipation that helped protect the individual from subsequent 
re-enslavement. The image is reproduced courtesy of the British National Archives."	"1023"	"829"	"image/jpeg"	"\N"	"en"	"634339"	"British National Archives, Foreign Office, ser. 84, 
vol. 231, p. 73."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1838"	"\N"
"1788662"	"5F8438842AE81329EC8A1F9019C0D75A.JPG"	"Register of Africans from the 
Brigantine ""Firme"""	"The Brigantine ""Firme"" was captured at sea by British cruisers and 
adjudicated at a court established at Havana under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Firme"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"1009"	"819"	"image/jpeg"	"\N"	"es"	"405761"	"British National Archives, Foreign Office, ser. 313, vol. 57, p. 18."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1828"	"\N"
"1718595"	"9B92CCA0560493C6EDC0BAE6EBC32E2D.JPG"	"Register of Africans from the 
Brigantine ""Intrépida"""	"The Brigantine ""Intrépida"" was captured at sea by British 
cruisers and adjudicated at a court established at Sierra Leone under international 
anti-slave trade treaties. The image is of a picture of the first page of the court’s 
register of ""Liberated Africans"" taken from the ""Intrépida"". The register was kept as a 
formal record of emancipation that helped protect the individual from subsequent 
re-enslavement. The image is reproduced courtesy of the British National Archives."	"800"	"1289"	"image/jpeg"	"\N"	"en"	"876535"	"British National Archives, Foreign Office, ser. 84, 
vol. 63, p. 100."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1826"	"\N"
"1788656"	"9EFB3E91250F3DE0BE559815582682D7.JPG"	"Register of Africans from the 
Brigantine ""Isabel"""	"The Brigantine ""Isabel"" was captured at sea by British cruisers and 
adjudicated at a court established at Havana under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Isabel"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"961"	"821"	"image/jpeg"	"\N"	"es"	"534868"	"British National Archives, Foreign Office, ser. 313, vol. 56, p. 13."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1825"	"\N"
"1788608"	"CAA10A650993E3687AAFD412A0D5AC64.JPG"	"Register of Africans from the 
Brigantine ""Isabella Segunda"""	"The Brigantine ""Isabella Segunda"" or ""Cuatra Estrella""  
was captured at sea by British cruisers and adjudicated at a court established at Sierra 
Leone under international anti-slave trade treaties. The image is of a picture of the 
first page of the court’s register of ""Liberated Africans"" taken from the ""Isabella 
Segunda"". The register was kept as a formal record of emancipation that helped protect the 
individual from subsequent re-enslavement. The image is reproduced courtesy of the British 
National Archives."	"800"	"1288"	"image/jpeg"	"\N"	"en"	"768341"	"British National 
Archives, Foreign Office, ser. 84, vol. 189, p. 207."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1836"	"\N"
"1788623"	"AFA0F4D1C62AD55E0DC03FBD0417F20D.JPG"	"Register of Africans from the 
Brigantine ""Jacuí"""	"The Brigantine ""Jacuí"" was captured at sea by British cruisers and 
adjudicated at a court established at Sierra Leone under international anti-slave trade 
treaties. The image is of a picture of the first page of the court’s register of 
""Liberated Africans"" taken from the ""Jacuí"". The register was kept as a formal record of 
emancipation that helped protect the individual from subsequent re-enslavement. The image 
is reproduced courtesy of the British National Archives."	"800"	"1282"	"image/jpeg"	"\N"	"en"	"758927"	"British National Archives, Foreign Office, ser. 84, vol. 273, p. 338."	"\N"	"\N"	"f"	"\N"	"6"	"4"	"t"	"0"	"4"	"1839"	"\N"
